"package","n"
"BEQI2",27
"BCEs0",27
"AtelieR",27
"arqas",27
"ALKr",27
"afCEC",27
"adapt",27
"ActuDistns",27
"YplantQMC",26
"xyz",26
"witness",26
"wild1",26
"wicket",26
"VIFCP",26
"vegetarian",26
"vbsr",26
"valuer",26
"vabayelMix",26
"ubci",26
"tutoR",26
"TSsdmx",26
"trelliscope",26
"TippingPoint",26
"TinnR",26
"tbltools",26
"SympluR",26
"surveyoutliers",26
"surv2sample",26
"stsm.class",26
"stochmod",26
"sqlshare",26
"spectral.methods",26
"spatialTailDep",26
"spark",26
"solr",26
"SigWinR",26
"sbrl",26
"rzeit2",26
"Runiversal",26
"rtimes",26
"ROCt",26
"rlm",26
"rJavax",26
"rflights",26
"review",26
"retimes",26
"reports",26
"REIDS",26
"redshiftTools",26
"randomForest.ddR",26
"rainfreq",26
"purrrogress",26
"PurBayes",26
"psyosphere",26
"PoMoS",26
"pinktoe",26
"phrasemachine",26
"permtest",26
"permDep",26
"peplib",26
"Pasha",26
"oxcovid19",26
"ordBTL",26
"OptGS",26
"neariso",26
"mutatr",26
"modelgrid",26
"MMIX",26
"MixtureRegLTIC",26
"mixlink",26
"MetaPCA",26
"metaMix",26
"metagen",26
"Meiosis",26
"MazamaWebUtils",26
"MAVTgsa",26
"MAFDash",26
"lumendb",26
"LinearizedSVR",26
"LeafAngle",26
"lazyrmd",26
"lasvmR",26
"KENDL",26
"jmdl",26
"iv",26
"IROmiss",26
"interventionalDBN",26
"imPois",26
"IceCast",26
"HotDeckImputation",26
"hkclustering",26
"hgam",26
"gsscopu",26
"grasp",26
"glassomix",26
"geoparser",26
"geneNetBP",26
"fusedest",26
"florestal",26
"fitDRC",26
"factorcpt",26
"ESPRESSO",26
"epiGWAS",26
"empiricalFDR.DESeq2",26
"EMMIXskew",26
"eMLEloglin",26
"egonet",26
"DiffusionRimp",26
"dendextendRcpp",26
"db.r",26
"connections",26
"ciuupi",26
"CityPlot",26
"chromatographR",26
"ChangeAnomalyDetection",26
"BMRV",26
"BBRecapture",26
"Bayesianbetareg",26
"atsd",26
"apple",26
"AnnotLists",26
"anglr",26
"AmostraBrasil",26
"abemus",26
"Umacs",25
"ToxicoGx",25
"toxboot",25
"threeboost",25
"thickmatch",25
"TED",25
"TDD",25
"tcie",25
"TauP.R",25
"survival4",25
"SurvBoost",25
"StockChina",25
"stanette",25
"SparseLearner",25
"SortableHTMLTables",25
"smcUtils",25
"sknifedatar",25
"skeleSim",25
"scope",25
"scio",25
"Rwinsteps",25
"RunuranGUI",25
"RSQLServer",25
"rspear",25
"RSAgeo",25
"RFmerge",25
"relaxnet",25
"readMETEO",25
"RCryptsy",25
"RcmdrPlugin.EHESsampling",25
"Rbgs",25
"rake",25
"RAHRS",25
"predatory",25
"povcalnetR",25
"polytomous",25
"polAr",25
"plusser",25
"pliable",25
"phybreak",25
"paloma",25
"openadds",25
"ncdf.tools",25
"nauf",25
"Multiclasstesting",25
"mseq",25
"mota",25
"modelcf",25
"MLDA",25
"MixtureInf",25
"MitISEM",25
"MenuCollection",25
"marginalmodelplots",25
"LogicForest",25
"linkR",25
"LEAP",25
"latticedl",25
"ITRSelect",25
"IsoMemo",25
"InteractiveIGraph",25
"independence",25
"imgw",25
"IMFData",25
"HPOSim",25
"hints",25
"gSEM",25
"gemtc.jar",25
"FracSim",25
"flyio",25
"FlowCAr",25
"femmeR",25
"epistasis",25
"ecoretriever",25
"dynatopmodel",25
"DrInsight",25
"dgmb",25
"DeducerMMR",25
"DAGGER",25
"cyanoFilter",25
"cvxclustr",25
"cslogistic",25
"Containers",25
"clustsig",25
"CINOEDV",25
"bPeaks",25
"bitsqueezr",25
"BigDataStatMeth",25
"betaboost",25
"bbo",25
"BayesSingleSub",25
"admixturegraph",25
"yest",24
"wrswoR.benchmark",24
"wombsoft",24
"VTrack",24
"VideoComparison",24
"turfR",24
"TLdating",24
"TempleMetrics",24
"spacey",24
"sExtinct",24
"SeqGrapheR",24
"SecKW",24
"RWeather",24
"rsurfer",24
"RsqMed",24
"ROCS",24
"roblm",24
"rnbn",24
"rmosek",24
"Rgnuplot",24
"rForest",24
"replicationDemos",24
"relen",24
"regexr",24
"RcppShark",24
"ranlip",24
"R2G2",24
"QTLNetworkR",24
"QT",24
"qp",24
"qiimer",24
"psytabs",24
"ProbeR",24
"preproviz",24
"poplab",24
"pmpp",24
"playitbyr",24
"PIGShift",24
"phcfM",24
"PepPrep",24
"pathmox",24
"pARccs",24
"packClassic",24
"P2C2M",24
"OutlierDC",24
"OriGen",24
"oblique.tree",24
"NetworkAnalysis",24
"Nemenyi",24
"NAPPA",24
"MWLasso",24
"mvst",24
"MVB",24
"msProstate",24
"msBreast",24
"MorseGen",24
"MoMPCA",24
"miscor",24
"MiClip",24
"medAdherence",24
"MeanShift",24
"mclust1998",24
"mchof",24
"makesweave",24
"magnets",24
"LSC",24
"logcondens.mode",24
"loadr",24
"lift",24
"LearnEDA",24
"kolmim",24
"Java",24
"japanmesh",24
"ITRLearn",24
"ipptoolbox",24
"infutil",24
"iCluster",24
"hsm",24
"HGLMMM",24
"hacks",24
"graphscan",24
"GrammR",24
"gmatrix",24
"glmgraph",24
"GibbsACOV",24
"getlandsat",24
"genMOSS",24
"freestats",24
"FRBData",24
"foba",24
"FindMinIC",24
"FIACH",24
"fChange",24
"fasteraster",24
"entcn",24
"enrichvs",24
"EILA",24
"dynamo",24
"driftsel",24
"DICOM",24
"dcemri",24
"CPGchron",24
"covTest",24
"connectedness",24
"commandr",24
"colorplaner",24
"chessR",24
"CensRegMod",24
"boottol",24
"BayesianAnimalTracker",24
"argon2",24
"alR",24
"zooaRchGUI",23
"yotover",23
"yap",23
"winRatioAnalysis",23
"WikipediaR",23
"validatedb",23
"ts.extend",23
"TRSbook",23
"TRIANG",23
"tpe",23
"TimeProjection",23
"StatMethRank",23
"ssd",23
"SocialNetworks",23
"SMCP",23
"skatMeta",23
"sisus",23
"SimSCRPiecewise",23
"sigmaNet",23
"SEHmodel",23
"seao.gui",23
"SCAT",23
"SAGx",23
"saeHB.zinb",23
"rvmbinary",23
"rvgtest",23
"Rstem",23
"rpatrec",23
"robFitConGraph",23
"Rmetrics",23
"rJPSGCS",23
"riot",23
"RImageJ",23
"rhli",23
"RGtk2Extras",23
"rggm",23
"RcppDL",23
"RCMIP5",23
"RcmdrPlugin.mosaic",23
"RClone",23
"RAEN",23
"qlspack",23
"QICD",23
"psymonitor",23
"presser",23
"preprocomb",23
"popPK",23
"popgraph",23
"personograph",23
"pepr",23
"opefimor",23
"numConversion",23
"NPMLEmix",23
"nos",23
"normwn.test",23
"NormalGamma",23
"nitrcbot",23
"NEArender",23
"ncvar",23
"mvgraph",23
"mumm",23
"MRMR",23
"moonsun",23
"MissMech",23
"MetaClean",23
"MCAPS",23
"matR",23
"MARX",23
"LVQTools",23
"log10",23
"lmenssp",23
"lle",23
"linear.tools",23
"knnIndep",23
"kBestShortestPaths",23
"KANT",23
"JGEE",23
"InventorymodelPackage",23
"inetwork",23
"IndianTaxCalc",23
"identity",23
"ibeemd",23
"halp",23
"GxM",23
"gPdtest",23
"goldi",23
"goalprog",23
"ggconf",23
"geotoolsR",23
"GenABEL.data",23
"fmrs",23
"flows",23
"FisHiCal",23
"fExpressCertificates",23
"featuretoolsR",23
"favir",23
"ergm.graphlets",23
"ENiRG",23
"emdatr",23
"dtree",23
"dse2",23
"DiversitySampler",23
"CSUV",23
"Coxnet",23
"countytimezones",23
"couchDB",23
"convexHaz",23
"CONOR",23
"condmixt",23
"compareODM",23
"colortools",23
"classPP",23
"classiFunc",23
"cheatR",23
"capwire",23
"autota",23
"aurin",23
"assemblerr",23
"analyz",23
"yCrypticRNAs",22
"worms",22
"weibull4",22
"WCQ",22
"VisuClust",22
"uniftest",22
"TwoRegression",22
"ttwa",22
"translation.ko",22
"translate",22
"tradepolicy",22
"tcltk",22
"svmplus",22
"SPIAssay",22
"SkyWatchr",22
"SinIW",22
"sdat",22
"sabreR",22
"ryouready",22
"rSQM",22
"rsml",22
"rrBlupMethod6",22
"rpicosat",22
"roxygen",22
"ropensnp",22
"Rnotes",22
"rJython",22
"riskR",22
"RiboSort",22
"rgovcan",22
"regexTestR",22
"rDppDiversity",22
"rbvs",22
"rasterly",22
"RAD",22
"r2lh",22
"PSIMEX",22
"prider",22
"pom",22
"polyfreqs",22
"patchPlot",22
"parallelML",22
"papayar",22
"orQA",22
"OData",22
"oasis",22
"nsapi",22
"notifyR",22
"NEff",22
"needy",22
"ncg",22
"nCDunnett",22
"MSToolkit",22
"modiscloud",22
"mlstrOpalr",22
"metaplotr",22
"MetaPath",22
"meditate",22
"machQA",22
"loop",22
"LLAhclust",22
"learnstats",22
"lava.tobit",22
"knnflex",22
"keyplayer",22
"IsoCI",22
"ionflows",22
"HTMLapplets",22
"heritEWAS",22
"gsrc",22
"gremes",22
"gmaps",22
"getMet",22
"geoGAM",22
"frbf",22
"flair",22
"FKBL",22
"fgpt",22
"fgac",22
"fdcov",22
"exactmeta",22
"envlpaster",22
"elec.strat",22
"eflm",22
"DySeq",22
"DunnettTests",22
"DrugClust",22
"docker",22
"dnc",22
"dissUtils",22
"discgolf",22
"diff",22
"cwm",22
"crimelinkage",22
"CoxPhLb",22
"CONORData",22
"composits",22
"CNOGpro",22
"cldr",22
"cheb",22
"CDROM",22
"BKPC",22
"biOpsGUI",22
"binomialMix",22
"bdrift",22
"bcTSNE",22
"bayesLopod",22
"base2grob",22
"awspack",22
"automultinomial",22
"AUCRF",22
"attfad",22
"analogueExtra",22
"ZeligEI",21
"vanddraabe",21
"trimTrees",21
"tabulizerjars",21
"SurviMChd",21
"StVAR",21
"spi",21
"speccalt",21
"sfa",21
"seqR",21
"seao",21
"SchemaOnRead",21
"RSeed",21
"rportfolios",21
"ripa",21
"RGoogleAnalytics",21
"Read.isi",21
"rcv",21
"rcol",21
"rcage",21
"QBAsyDist",21
"pystr",21
"probFDA",21
"prinsimp",21
"polychaosbasics",21
"plRasch",21
"pifpaf",21
"pcrcoal",21
"pcaBootPlot",21
"ouxy",21
"otvPlots",21
"onlineVAR",21
"npsm",21
"myepisodes",21
"mpcv",21
"moezipfR",21
"miniparquet",21
"mgpd",21
"MetaDBparse",21
"mergedblocks",21
"MatManlyMix",21
"ltsbase",21
"lsdv",21
"limitplot",21
"jtrans",21
"james.analysis",21
"icapca",21
"hrIPW",21
"hmma",21
"HiLMM",21
"GGMM",21
"geckor",21
"garchmodels",21
"frmpd",21
"Fiscore",21
"fastVAR",21
"fastStat",21
"FAMILY",21
"fam2r",21
"EstSimPDMP",21
"EnviroStat",21
"edmr",21
"DynamicDistribution",21
"DWD",21
"doMIsaul",21
"DiffusionRjgqd",21
"dhReg",21
"DCM",21
"DataFrameConstr",21
"cytoDiv",21
"confoundr",21
"CombMSC",21
"ColorPalette",21
"CoinMinD",21
"cmfilter",21
"clarkeTest",21
"circglmbayes",21
"census",21
"causalMGM",21
"bcr",21
"baitmet",21
"backfitRichards",21
"b6e6rl",21
"ATmet",21
"ASICS",21
"ARAMIS",21
"aptg",21
"aop",21
"AOfamilies",21
"ActisoftR",21
"yummlyr",20
"Yamm",20
"WilcoxCV",20
"vtcl",20
"VARtests",20
"VARsignR",20
"UScensus2000tract",20
"UScensus2000cdp",20
"tsgui",20
"truthiness",20
"tlmec",20
"tipom",20
"timelineR",20
"TiddlyWikiR",20
"tibbrConnector",20
"SVMMatch",20
"svdvisual",20
"supportInt",20
"sphereTessellation",20
"speciesgeocodeR",20
"SocialPosition",20
"SNscan",20
"seqRFLP",20
"selfea",20
"selac",20
"RTextureMetrics",20
"RSwissMaps",20
"rsggm",20
"rromeo",20
"Rpvt",20
"RPS",20
"Rphylip",20
"Rpcop",20
"rif",20
"RFGLS",20
"RDSTK",20
"RcppFaddeeva",20
"RcmdrPlugin.SLC",20
"rClinicalCodes",20
"RAPIDR",20
"RAP",20
"PolygonSoup",20
"pla",20
"PIPS",20
"parsemsf",20
"OutlierDM",20
"OutlierDetection",20
"oak",20
"NPS",20
"nomine",20
"NominalLogisticBiplot",20
"neurovault",20
"net.security",20
"MultiSV",20
"multifluo",20
"msgpack",20
"MSGLasso",20
"mlica2",20
"miRada",20
"MIPHENO",20
"MEET",20
"LindleyR",20
"IMaGES",20
"HIest",20
"gsg",20
"germanpolls",20
"FuzzyMCDM",20
"flowDiv",20
"FGSG",20
"fastHICA",20
"factorEx",20
"factas",20
"eyetracking",20
"extWeibQuant",20
"extraBinomial",20
"exsic",20
"dfexplore",20
"df2json",20
"Density.T.HoldOut",20
"deGradInfer",20
"DAC",20
"cyphid",20
"cSFM",20
"cptec",20
"cppcor",20
"cnmlcd",20
"citccmst",20
"chi2x3way",20
"cghFLasso",20
"cec2013",20
"CCMnet",20
"ccfa",20
"CARrampsOcl",20
"CARE1",20
"camel",20
"CaliCo",20
"BSGS",20
"boolean3",20
"bomWater",20
"BIPOD",20
"BayHaz",20
"BayHap",20
"BayesMRA",20
"batchr",20
"bairt",20
"AWS.tools",20
"aws.sqs",20
"awsjavasdk",20
"AssayCorrector",20
"anonymizer",20
"anchoredDistr",20
"xltabr",19
"xlm",19
"webvis",19
"wBoot",19
"vwr",19
"vbdm",19
"ungeneanno",19
"TVsMiss",19
"tuts",19
"triggr",19
"TouRnament",19
"TickExec",19
"TeachBayes",19
"taRifx.geo",19
"survxai",19
"sugaR",19
"SubgrpID",19
"stremo",19
"statTarget",19
"statfi",19
"staRt",19
"SPIn",19
"specmine.datasets",19
"specificity",19
"smartR",19
"securitytxt",19
"sealr",19
"sbart",19
"SAMCpack",19
"saccades",19
"RVFam",19
"rtimicropem",19
"Rpipedrive",19
"RMC",19
"RidgeFusion",19
"rGoodData",19
"rGammaGamma",19
"reliaR",19
"rcrtan",19
"RcmdrPlugin.sampling",19
"randaes",19
"radix",19
"QVM",19
"QQperm",19
"pnn",19
"pmap",19
"PathSelectMP",19
"PairwiseD",19
"PAFway",19
"onepass",19
"OmicInt",19
"odkr",19
"norris",19
"MultiGHQuad",19
"MortHump",19
"mobsim",19
"mnj",19
"mlvocab",19
"MLPAstats",19
"MlBayesOpt",19
"miceExt",19
"MethylCapSig",19
"MeshAgreement",19
"mbgraphic",19
"matdist",19
"lmeVarComp",19
"ldstatsHD",19
"LDPD",19
"knnGarden",19
"kittyR",19
"kernelTDA",19
"JirAgileR",19
"ivlewbel",19
"insideRODE",19
"ICAFF",19
"IBHM",19
"hydroApps",19
"hwriterPlus",19
"horserule",19
"HiDimMaxStable",19
"gmwm",19
"glrt",19
"GlobalDeviance",19
"glm.ddR",19
"gensemble",19
"geneSignatureFinder",19
"g2f",19
"fwdmsa",19
"FUNLDA",19
"functools",19
"freeknotsplines",19
"fecR",19
"expstudies",19
"errorizer",19
"EntropyExplorer",19
"EMVC",19
"easyformatr",19
"dsmodels",19
"ddeploy",19
"DART",19
"crq",19
"CrossScreening",19
"CrossClustering",19
"CONS",19
"cmpprocess",19
"cloudRmpiJars",19
"climate.plot",19
"chemosensors",19
"cgalPolygons",19
"CAWaR",19
"canvas",19
"BVS",19
"BSquare",19
"blowtorch",19
"binomen",19
"bigFastlm",19
"bfork",19
"BerlinData",19
"belief",19
"BayesMed",19
"BaMORC",19
"audiolyzR",19
"apparent",19
"AIGIS",19
"adoption",19
"acer",19
"XPolaris",18
"xhmmScripts",18
"whatr",18
"waveformlidar",18
"visova",18
"viopoints",18
"vectoptim",18
"varcompci",18
"upclass",18
"tsbridge",18
"treeHMM",18
"tree.bins",18
"transmission",18
"toxplot",18
"torus",18
"Tnseq",18
"time",18
"testComplexity",18
"tensorordinal",18
"tempcyclesdata",18
"survsup",18
"SunterSampling",18
"stringgaussnet",18
"stcm",18
"statsDK",18
"spssDDI",18
"spsarlm",18
"sprinter",18
"SportsAnalytics",18
"SPMS",18
"sobir",18
"SNPtools",18
"snappier",18
"SimpleTable",18
"shinyypr",18
"sensors4plumes",18
"safeBinaryRegression",18
"Sabermetrics",18
"rWMBAT",18
"runStat",18
"rstap",18
"rsed",18
"robustMVMR",18
"rMorningStar",18
"rLandsat",18
"ringbuffer",18
"RiemStiefel",18
"Ricetl",18
"rHealthDataGov",18
"RelativeRisk",18
"reinforcedPred",18
"RefBasedMI",18
"rdpla",18
"Rcoclust",18
"RcmdrPlugin.doex",18
"rbraries",18
"RBestMatch",18
"RAtmosphere",18
"RaProR",18
"randstr",18
"randomsearch",18
"preprosim",18
"ppc",18
"postal",18
"polidata",18
"pointdexter",18
"pMineR",18
"pm4py",18
"plspolychaos",18
"phenability",18
"PCA4TS",18
"PAWL",18
"patPRO",18
"parfossil",18
"ParallelForest",18
"orth",18
"orderedLasso",18
"OpenABMCovid19",18
"OIsurv",18
"occTest",18
"nscprepr",18
"nloptwrap",18
"Myrrixjars",18
"mudata",18
"mph",18
"mopa",18
"monoProc",18
"modello",18
"mmtfa",18
"mlmm",18
"migrbc",18
"MHTcop",18
"MFKnockoffs",18
"MF",18
"Metatron",18
"meshsimp",18
"meedr",18
"MCE",18
"MatchingFrontier",18
"lbiassurv",18
"kmcudaR",18
"kintone",18
"kinn",18
"KDViz",18
"JBTools",18
"ItemResponseTrees",18
"ipeaData",18
"Interact",18
"integrativeME",18
"IntClust",18
"iLaplace",18
"ideq",18
"HSSVD",18
"horizon",18
"HighProbability",18
"hdtg",18
"hbdct",18
"GridR",18
"GraphKit",18
"gpr",18
"gfmR",18
"GFMaps",18
"geomultistar",18
"GeoBoxplot",18
"genBart",18
"GAR",18
"gaoptim",18
"funbarRF",18
"freqMAP",18
"FrechForest",18
"fileplyr",18
"fidap",18
"exPrior",18
"EvoRAG",18
"endogMNP",18
"EMMIXuskew",18
"EMDomics",18
"ELMSurv",18
"EffectiveDose",18
"EDanalysis",18
"drughelper",18
"DRI",18
"dmRTools",18
"disco",18
"dils",18
"diffman",18
"DEVis",18
"dendroExtra",18
"defrostR",18
"DEA",18
"CytobankAPIstats",18
"crskdiag",18
"CosW",18
"COP",18
"CompGLM",18
"CollessLike",18
"cocoreg",18
"clustRcompaR",18
"cleanEHR",18
"ck37r",18
"CHAT",18
"ccboost",18
"ccafs",18
"CateSelection",18
"CalciOMatic",18
"cablecuttr",18
"BTR",18
"bsml",18
"bscr",18
"bmk",18
"blkergm",18
"betas",18
"BayesPanel",18
"bayespack",18
"bayesmodels",18
"bagRboostR",18
"badgecreatr",18
"BADER",18
"atus",18
"asuR",18
"appell",18
"allan",18
"yaps",17
"yakmoR",17
"xlsimple",17
"WMDB",17
"webex",17
"voronoi",17
"viromeBrowser",17
"verify",17
"varmixt",17
"validaRA",17
"UScancer",17
"ubeR",17
"twslm",17
"TSjson",17
"tropr",17
"trifield",17
"TreeLS",17
"treeglia",17
"Traitspace",17
"tktdjl2r",17
"TKF",17
"tiobeindexr",17
"tidyMicro",17
"tibbleOne",17
"TextRegression",17
"testextra",17
"TEEReg",17
"TAHMMAnnot",17
"syskern",17
"syllable",17
"svyPVpack",17
"suropt",17
"sublogo",17
"stream.net",17
"stochasticGEM",17
"standGL",17
"ssh.utils",17
"SRRS",17
"SRMA",17
"splinesurv",17
"spclust",17
"snipEM",17
"SMIR",17
"siRSM",17
"SimHap",17
"simco",17
"SequenceAnalysis",17
"seedwater",17
"SDDE",17
"rUnemploymentData",17
"RStripe",17
"RSMET",17
"rrlda",17
"rriskBayes",17
"rpart.permutation",17
"robustSingleCell",17
"rnaseqWrapper",17
"RITCH",17
"rescue",17
"readGenalex",17
"RClimMAWGEN",17
"rbiorxiv",17
"raustats",17
"ratetables",17
"RadioGx",17
"RADami",17
"qtutils",17
"pulver",17
"projector",17
"profanal",17
"predmixcor",17
"ppr",17
"PowerfulMaxEigenpair",17
"PIGE",17
"phpSerialize",17
"phillydaodata",17
"ph2hetero",17
"perccal",17
"parallelize.dynamic",17
"PairTrading",17
"OutrankingTools",17
"odprism",17
"nutshellDE",17
"nnclust",17
"networkTomography",17
"netweavers",17
"netcoh",17
"ncomplete",17
"MVpower",17
"multdyn",17
"mpbart",17
"monogeneaGM",17
"modes",17
"mljar",17
"MergeGUI",17
"mephas",17
"mcgfa",17
"maticce",17
"marketeR",17
"majesticR",17
"lss",17
"LRTH",17
"lqa",17
"lplyr",17
"loopr",17
"longRPart",17
"lmbc",17
"livechatR",17
"LIHNPSD",17
"lda.cv",17
"lbfgsb3",17
"last.call",17
"lass0",17
"komadown",17
"JointModel",17
"joineRmeta",17
"JLLprod",17
"iWebPlots",17
"interactivity",17
"inarmix",17
"iDEMO",17
"hzar",17
"HPO.db",17
"hot",17
"HMMmix",17
"hkex.api",17
"highD2pop",17
"heatmap.plus",17
"HARtools",17
"gset",17
"graphite",17
"gppois",17
"GOsummaries",17
"gooJSON",17
"gmediation",17
"ggguitar",17
"GFORCE",17
"gdmp",17
"gcl",17
"fpca",17
"fheatmap",17
"fastpseudo",17
"EstHer",17
"ESGtoolkit",17
"ensembleEN",17
"EMMIXcontrasts2",17
"ElastH",17
"DZEXPM",17
"dynOmics",17
"DSBayes",17
"driftR",17
"divisors",17
"diskImageR",17
"Disake",17
"DealGPL570",17
"DA.MRFA",17
"cuml",17
"CPHshape",17
"cpca",17
"corrperm",17
"CoreGx",17
"colr",17
"CollapsABEL",17
"CoCoAn",17
"CMC",17
"ClinicalRobustPriors",17
"ClimDown",17
"CircSpatial",17
"CircE",17
"Causata",17
"CALINE3",17
"bwsurvival",17
"bsem",17
"brewdata",17
"birdnik",17
"biokNN",17
"binomialcftp",17
"bigml",17
"BiGGR",17
"biasbetareg",17
"betadiv",17
"bcpmeta",17
"bayespref",17
"BayClone2",17
"BACA",17
"ATE",17
"astrolibR",17
"ArrayBin",17
"aratio",17
"allanvar",17
"aaMI",17
"XMLSchema",16
"Wrapped",16
"WMBrukerParser",16
"VRPM",16
"VizOR",16
"VIMGUI",16
"triads",16
"TreeRank",16
"tdist",16
"swst",16
"swapClass",16
"stranger",16
"StochaTR",16
"STI",16
"statsguRu",16
"STARSEQ",16
"Stack",16
"spiders",16
"solarius",16
"soilcarbon",16
"SMC",16
"simplr",16
"SID",16
"sessionTools",16
"SeqKnn",16
"sentiment",16
"semGOF",16
"searchable",16
"SDR",16
"SAGA",16
"SafeBayes",16
"SAENET",16
"RStackExchange",16
"RSofia",16
"RSAP",16
"ROP",16
"rollply",16
"rNMF",16
"RNCBI",16
"Rmonkey",16
"rmmseg4j",16
"RMendeley",16
"rjazz",16
"rgpui",16
"rflann",16
"RFgroove",16
"RepeatABEL",16
"remMap",16
"refnr",16
"refimpact",16
"rDotNet",16
"rdaemon",16
"RBitly",16
"Ratings",16
"quokar",16
"qtpaint",16
"qPCR.CT",16
"psr",16
"pSI",16
"pressData",16
"ppMeasures",16
"PL.popN",16
"pcenum",16
"PamGeneMixed",16
"PACVB",16
"PAactivPAL",16
"omopr",16
"ocean",16
"nFDR",16
"netmodels",16
"NeMo",16
"ndvits",16
"mvtBinaryEP",16
"multiplyr",16
"MSIseq",16
"msDilution",16
"MotilityLab",16
"modygliani",16
"mnormpow",16
"MMST",16
"mmds",16
"mlmc",16
"mixpack",16
"mixedQF",16
"miP",16
"MExPosition",16
"metaheur",16
"Metadata",16
"melody",16
"McParre",16
"MCLIME",16
"maRketSim",16
"margLikArrogance",16
"marginTree",16
"logistiX",16
"localdepth",16
"lnMLE",16
"lmem.qtler",16
"lmec",16
"linkim",16
"ldlasso",16
"LCox",16
"LatentREGpp",16
"LANDD",16
"lancet.iraqmortality",16
"JointModeling",16
"jmec",16
"imprProbEst",16
"IGG",16
"identifyr",16
"hcp",16
"HCD",16
"hail",16
"gyriq",16
"GWG",16
"gwdegree",16
"glmmGS",16
"gldist",16
"ggROC",16
"ggcolpairs",16
"GEVStableGarch",16
"GetR",16
"geotech",16
"geofabrik",16
"genvar",16
"GammaTest",16
"GaDiFPT",16
"fuzzyOP",16
"FunctSNP",16
"FPCA2D",16
"flexPM",16
"flexCrossHaz",16
"financial",16
"fcd",16
"farmR",16
"event.chart",16
"esd4all",16
"EnQuireR",16
"engsoccerdata",16
"empirical",16
"EMMIXcskew",16
"easingr",16
"dynGraph",16
"dtables",16
"drsmooth",16
"DesignPatterns",16
"datamerge",16
"datadigest",16
"dashCoreComponents",16
"Daim",16
"customsteps",16
"curvetest",16
"csSAM",16
"CoxRidge",16
"CopyNumber450kCancer",16
"cooptrees",16
"convertGraph",16
"concor",16
"CompetingRiskFrailty",16
"ComPairWise",16
"COMMUNAL",16
"coexist",16
"CNull",16
"cernn",16
"CBDA",16
"cascadess",16
"cartools",16
"CARLIT",16
"BMhyd",16
"bisect",16
"BIOM.utils",16
"binostics",16
"BAEssd",16
"autohd",16
"asVPC",16
"ascrda",16
"aof",16
"zeligverse",15
"ymd",15
"xlutils3",15
"wkNNMI",15
"wingui",15
"WEE",15
"wavefunction",15
"USGSstates2k",15
"tvd",15
"TSMining",15
"TREXr",15
"TDAmapper",15
"SyNet",15
"SUE",15
"subtype",15
"StructR",15
"StochKit2R",15
"spsi",15
"SparseLogReg",15
"spareserver",15
"SpaCCr",15
"solidearthtide",15
"SNPMaP",15
"smco",15
"smart",15
"SLICER",15
"Sky",15
"skewtools",15
"sinartra",15
"similarityRichards",15
"serialize",15
"semisupKernelPCA",15
"scorer",15
"Sample.Size",15
"rWBclimate",15
"RVideoPoker",15
"rreval",15
"roxyPackage",15
"Rmdr",15
"RLastFM",15
"ringscale",15
"rImpactStory",15
"Ridit",15
"rHpcc",15
"rgauges",15
"RfmriVC",15
"RFmarkerDetector",15
"resper",15
"REREFACT",15
"recoder",15
"RDota",15
"RcppEigenAD",15
"RcmdrPlugin.StatisticalURV",15
"RcmdrPlugin.SensoMineR",15
"rankreg",15
"RAFM",15
"quad",15
"press",15
"poisson",15
"plspm.formula",15
"phyloarray",15
"Phxnlme",15
"phull",15
"PharmPow",15
"pGMGM",15
"parcoords",15
"PARccs",15
"paf",15
"OneHandClapping",15
"nsgp",15
"npm",15
"npConfRatio",15
"noverlap",15
"normwhn.test",15
"nnetpredint",15
"MultiCNVDetect",15
"MUCflights",15
"mptools",15
"Mposterior",15
"mpe",15
"modeltime.gluonts",15
"MLEP",15
"mlDNA",15
"Miney",15
"mGSZ",15
"meteogRam",15
"MetaheuristicFPA",15
"MetaDE",15
"MConjoint",15
"mcGlobaloptim",15
"mcBFtest",15
"MBI",15
"MATTOOLS",15
"matchbook",15
"MASSI",15
"mapLD",15
"Malmig",15
"malaria.em",15
"lucr",15
"LogrankA",15
"LOGIT",15
"LOGICOIL",15
"lodplot",15
"knnFinder",15
"ivfixed",15
"invLT",15
"Interpol",15
"interferenceCI",15
"InfDim",15
"IMIS",15
"iDOS",15
"iaQCA",15
"HYRISK",15
"HierO",15
"hcc",15
"gwfa",15
"GRRGI",15
"GrowingSOM",15
"GOGANPA",15
"GeoGenetix",15
"gconcord",15
"FusedPCA",15
"FusedLasso",15
"FTRLProximal",15
"fontHind",15
"FLIM",15
"fitTetra",15
"falsy",15
"euroMix",15
"erpR",15
"empiricalBayes",15
"eigeninv",15
"EasyHTMLReport",15
"DPM.GGM",15
"DistributionFitR",15
"distance.sample.size",15
"discrimARTs",15
"DiscML",15
"diffMeshGP",15
"degenes",15
"debar",15
"dbConnect",15
"dataQualityR",15
"csound",15
"crtests",15
"cqcr",15
"covLCA",15
"COUSCOus",15
"corTools",15
"coreTDT",15
"conformal",15
"CommunityCorrelogram",15
"CombinePValue",15
"collectArgs",15
"clusterGenomics",15
"climtrends",15
"CityWaterBalance",15
"CISE",15
"censys",15
"cblasr",15
"bjscrapeR",15
"bivquant",15
"BivarP",15
"baggingbwsel",15
"babar",15
"aurelius",15
"atmcmc",15
"animalTrack",15
"AMAP.Seq",15
"zstdr",14
"zoocat",14
"YjdnJlp",14
"yearn",14
